face_1,face_2,face_3,house_1,house_2,house_3,tool_1,tool_2,tool_3
0.0,0.0,0.0,0.0,0.0,0.0,0.69268847,0.0,0.0
1.028724,1.2414039,0.0,0.0,0.0,0.0,0.14537704,1.1868342,0.0
0.0,1.6905909,0.0,2.3206441,0.0,2.7906027,0.9498301,0.0,0.0
0.0,0.6863926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5996107,1.2188728,0.30226442,0.0,0.1600893,0.0,0.8831253,1.7063926,0.76782507
0.0,0.0,0.0,0.0,0.0,0.58886844,2.972691,2.5429041,1.9087229
0.1950061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.63880086,0.0,0.0,0.71133393,1.8477461,0.12113738,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3316807,0.0,0.0,0.0,0.0,0.0,1.9578891,0.0,0.53164405
0.0,1.2727195,0.99410737,0.12821445,0.60241556,0.0,0.0,0.41883957,0.0
0.0,0.0,0.0,0.0,0.9522903,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.18947881,0.0,0.8244381,0.0,0.065689236,1.3779091
1.0640688,0.90677714,0.5512123,0.0,0.0,0.0,0.0,0.47672957,0.0
0.0,1.2234315,1.9480461,0.0,0.0,0.0,2.7494414,2.070399,2.2711484
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.777057,0.28249615,0.17755656,0.0,0.0,0.0,0.0,0.0
0.0,0.8931826,1.1825985,0.0,0.0,0.0,0.0,1.4044188,0.42207077
0.0,0.0,0.0,0.0,0.0,0.0,0.8674037,0.14115146,0.0
0.060111724,0.50966376,0.54428107,0.0,0.567588,0.8468898,0.0,0.0,0.0
0.0,0.0,0.0,0.096986584,0.0,0.006848417,0.0,0.0,0.0
0.0,0.0,0.0,0.042477358,0.0,0.3366011,0.040582906,0.50812465,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.9342958,1.2754694,1.5872097
2.2621806,0.0,0.42977005,0.20320046,0.51368755,1.1533723,0.0,0.24864678,0.0
0.0,0.0,0.0,0.0,0.0,0.7760778,0.0,0.0,0.0
0.0,0.0,0.0,0.25975415,0.0,0.28378442,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.61616075,0.4726107,0.72146446,0.0,0.0,0.0,0.11216383,0.40597188,3.0893908
0.0,0.0,0.0,0.36373812,0.0,0.46642742,0.7056446,0.0,0.777279
1.8312982,0.0,0.5779923,0.0,0.55903685,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24705073,0.36890212,0.0,0.24655955,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.33452293,0.0,0.0,1.5201498,0.0
2.5661535,0.0,0.0,0.70269644,1.2198796,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.4187088,2.716248,2.2121177
0.0,1.0639327,0.13658193,0.0,0.0,0.0,0.0,0.0,0.0
0.22532788,0.0,0.7710116,0.0,1.0552485,1.697926,0.0,0.97171146,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01274173,0.0,0.0,0.072973646,0.07668077,0.0,0.0,0.0,0.0
1.3287579,0.0,0.0,0.0,0.0,0.0,0.0,0.5559232,0.49504346
0.0,0.0,0.0,0.5769732,1.0453026,1.2587421,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.09317724,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5821556,0.1740735
0.2633643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.449839,1.8341064,4.1987042
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023398798,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.4934981,0.5805044,0.46636796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.28923336,0.50637275,0.26367384,0.0,0.92882085,0.0,0.0,0.0
0.0,0.0,0.0,0.41478795,0.0,0.0,0.0,0.0,0.0
0.8434262,0.0,0.0,0.0,0.0,1.0734241,1.5227995,0.0,1.5961457
0.0,0.0,0.59857297,0.0,0.0,0.0,0.84544164,0.643815,2.0100324
0.0,0.0,0.0,0.0,0.8434221,0.0,0.3634075,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08095379,0.019084007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.5580995,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.97716993,1.3869526,0.0,0.8368305
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6981671,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.3645715,0.0,0.82067144
0.0,0.0,0.0,0.0,0.0,0.872607,0.0,0.0,0.0
0.0,0.0,0.0,0.2774283,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5151761,0.0,0.0,0.0,0.0
0.4185194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3989218,0.10689158,1.4396334,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8893155,0.0,0.0,0.3385956,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.14737248,0.0,0.1311371,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.36075243,1.0368024,0.0,0.0,0.0,0.0,0.36707762,0.42527756
2.1699123,0.7663895,1.2512668,0.0,0.0,0.0,0.0,0.0,0.0
1.9172055,2.0786653,1.6086355,0.6547692,0.0,0.0,2.239852,0.45885506,2.320669
0.0,0.5323961,0.3516168,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.5441993,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.91472113,0.0,0.58262587
0.0,0.0,0.0,0.0,0.0,0.0,2.069904,0.0,0.89056385
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.72778606,0.232972,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.96964186,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.49085408,0.0,0.0,0.0,0.0
0.26109478,0.0,0.14549115,0.0,0.0,0.0,1.1813575,0.66293,1.6008184
0.0,0.0,0.0,0.0,0.1353864,0.0,0.0,0.023231588,0.3171596
2.1261134,1.1892922,0.06070542,1.1168175,1.1545435,2.25306,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3577541,1.1104631,2.0670002,0.0,0.0,0.0,0.18388692,0.2219715,0.17914958
0.6373348,0.0,0.2728722,0.0,0.0,0.0,0.0,0.0,0.0
0.33207914,0.0,0.0,0.0,0.0,1.3006254,1.6778485,0.0,0.0
0.0,0.0,0.0,0.7421189,0.0,1.6687541,0.93976456,0.0,1.3526688
0.0,0.08602597,0.7974802,0.0,0.3058834,0.0,1.2646443,0.0,1.3432946
0.0,0.0,0.3928194,2.7149475,1.3108331,1.1955377,1.8650633,2.0422635,1.2219862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27517813,0.0
0.0,0.0,0.11820136,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.29067984,0.0,0.0,0.0,0.0
0.86121356,0.0,0.0,0.0,0.0,0.0,1.4449314,2.7623398,1.5801477
0.0,0.0,0.0,0.45537284,0.0,0.20238867,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.53742117,1.8829244,2.7289891,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.48363218,1.5583042,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52111536,0.8718687,0.33716926,0.0,0.0,0.25565916,0.44907603,0.9120708,0.298689
0.0,0.0,0.0,0.0,0.0,0.0,1.8360505,0.39380673,0.57141507
